"Genus_species";"Class";"Familly";"Genus";"Species";"Authority";"AphiaID";"Worms_url";"Fishbase_url";"English_name";"French_name";"nom_francais";"Comorian_name";"picture1_Fishbase";"picture2_Fishbase";"picture3_Fishbase";"picture4_Fishbase";"photos";"photos_origin";"Location_recorded";"Location_uncertainties";"Ref_location";"description";"Reef_associated";"Reef_associated_ref";"Size";"Size_ref";"Mobility";"Mobility_ref";"Activity";"Activity_ref";"Schooling";"Schooling_ref";"Position";"Position_ref";"Diet";"Diet_ref";"Diet_Fishbase";"Food.names_Fishbase";"Trophic.level_Fishbase";"BodyShape_Fishbase";"swimtype_Fishbase";"CommonLength_Fishbase";"Length_Fishbase";"MaxLengthTL_Fishbase";"TLObserved_Fishbase";"Weight_Fishbase";"LongevityWild_Fishbase";"AgeMax_Fishbase";"Vulnerability_Fishbase";"a";"b";"a.b_ref";"K";"K_ref";"DepthMin_Fishbase";"DepthMax_Fishbase";"TempPrefMin_Fishbase";"TempPrefMean_Fishbase";"TempPrefMax_Fishbase"
"165";"Chaetodon_guttatissimus";"Actinopterygii";"Chaetodontidae";"Chaetodon";"guttatissimus";"Bennett, 1833";218722;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218722";"https://www.fishbase.us/summary/Chaetodon-guttatissimus.html";"Spotted butterflyfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chgut_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chgut_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chgut_u1.jpg";"NA";"246,69";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1;zoobenthos/cnidarians/other_polyps_:_1;zoobenthos/worms/polychaetes_:_1";"unspecified_algae ; unspecified_sponge_polyps ; unspecified_polychaetes ; unspecified_benthic_invertebrates";3.07;"short and / or deep";"undulation of median or pectoral fins";NA;12;12;0;NA;NA;NA;10;0.0234423;3.01;NA;1.45;NA;3;30;25.4;28.1;29.3
"166";"Chaetodon_interruptus";"Actinopterygii";"Chaetodontidae";"Chaetodon";"interruptus";"Ahl, 1923";273344;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=273344";"https://www.fishbase.us/summary/Chaetodon-interruptus.html";"Yellow teardrop butterflyfish";"NA";"Poisson-papillon larme";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chint_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chuni_uh.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chuni_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chuni_u2.jpg";"332";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"omnivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";NA;"NA";3.36;"short and / or deep";"NA";NA;20;20;0;NA;NA;NA;15.01;0.0234423;3.01;NA;0.9;NA;10;40;24.6;27.2;28.9
"167";"Chaetodon_kleinii";"Actinopterygii";"Chaetodontidae";"Chaetodon";"kleinii";"Bloch, 1790";218738;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218738";"https://www.fishbase.us/summary/Chaetodon-kleinii.html";"Klein's butterflyfish";NA;"Poisson-papillon de Klein";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chkle_u6.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chkle_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chkle_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chkle_u0.jpg";"65";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/cnidarians/hard_corals_:_1;zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1;zooplankton/other_plank._invertebrates/other_plank._invertebrates_:_1;zoobenthos/cnidarians/other_pol";"unidentified ; benthic_algae/weeds ; other_polyps ; unspecified_benthic_invertebrates";2.93;"short and / or deep";"undulation of median or pectoral fins";NA;15;15;0;NA;NA;NA;12.01;0.0301995;3.04;NA;1.18;NA;4;61;24.7;27.8;29
"168";"Chaetodon_lineolatus";"Actinopterygii";"Chaetodontidae";"Chaetodon";"lineolatus";"Cuvier, 1831";218734;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218734";"https://www.fishbase.us/summary/Chaetodon-lineolatus.html";"Lined butterflyfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chlin_u7.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chlin_j0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chlin_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chlin_u2.jpg";"333";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/cnidarians/hard_corals_:_2;zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1";"unidentified ; unspecified_coral_polyps ; unspecified_benthic_invertebrates";3.39;"short and / or deep";"undulation of median or pectoral fins";NA;30;30;0;NA;10;NA;23.58;0.0229087;2.95;NA;0.62;NA;2;171;23.7;27.6;28.9
"169";"Chaetodon_lunula";"Actinopterygii";"Chaetodontidae";"Chaetodon";"lunula";NA;218733;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218733";"https://www.fishbase.us/summary/Chaetodon-lunula.html";"Raccoon butterflyfish";NA;"Chaetodon raton laveur";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chlun_uf.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chlun_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chlun_u8.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chlun_j0.jpg";"67";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"both_diurnal_and_nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/mollusks/gastropods_:_1;zoobenthos/cnidarians/hard_corals_:_1;zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1;zoobenthos/worms/polychaetes_:_1";"unspecified_algae ; unidentified_coral_polyps ; unidentified ; tube_worms ; unspecified_benthic_invertebrates";3.7;"short and / or deep";"undulation of median or pectoral fins";NA;20;20;0;NA;9;NA;15.01;0.0234423;3.01;NA;0.9;NA;0;170;23.7;27.7;29
"170";"Chaetodon_madagaskariensis";"Actinopterygii";"Chaetodontidae";"Chaetodon";"madagaskariensis";"Ahl, 1923";218731;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218731";"https://www.fishbase.us/summary/Chaetodon-madagaskariensis.html";"Madagascar butterflyfish";NA;"Poisson-papillon de Madagascar";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmer_u8.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmad_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmad_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmer_u5.jpg";"68";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-mobile-invertebrate";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1";"unspecified_benthic_invertebrates ; unspecified_algae";2.76;"short and / or deep";"undulation of median or pectoral fins";NA;13;13;0;NA;NA;NA;10.53;0.0234423;3.01;NA;1.34;NA;10;120;22.5;25.9;28.8
"171";"Chaetodon_melannotus";"Actinopterygii";"Chaetodontidae";"Chaetodon";"melannotus";"Bloch & Schneider, 1801";218743;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218743";"https://www.fishbase.us/summary/Chaetodon-melannotus.html";"Blackback butterflyfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmel_uh.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmel_uc.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmel_us.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmel_u8.jpg";"484,397";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/cnidarians/hard_corals_:_1;zoobenthos/cnidarians/other_polyps_:_1";"unspecified_coral_polyps ; soft_corals";4.35;"short and / or deep";"undulation of median or pectoral fins";NA;18;18;0;NA;20;NA;47.26;0.0229087;3;NA;0.99;NA;2;20;24.6;28.4;29.3
"172";"Chaetodon_melapterus";"Actinopterygii";"Chaetodontidae";"Chaetodon";"melapterus";"Guichenot, 1863";218751;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218751";"https://www.fishbase.se/summary/Chaetodon-melapterus.html";"Arabian butterflyfish";"NA";"Papillon d'arabie";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmel_ug.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmel_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmel_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmel_ua.jpg";NA;"collected_internet";"Maybe_Mayotte";"to_be_verified";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"zoobenthos/cnidarians/hard_corals_:_1";"unspecified_coral_polyps";3.34;"short and / or deep";"undulation of median or pectoral fins";NA;13;13;0;NA;NA;NA;10.53;0.0234423;3.01;NA;1.34;NA;0;50;25.2;27.1;29.3
"173";"Chaetodon_meyeri";"Actinopterygii";"Chaetodontidae";"Chaetodon";"meyeri";"Bloch & Schneider, 1801";218752;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218752";"https://www.fishbase.us/summary/Chaetodon-meyeri.html";"Meyer's butterflyfish";NA;"Poisson-papillon persan";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmey_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmey_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmey_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmey_u1.jpg";"469,147";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/cnidarians/hard_corals_:_1";"unspecified_coral_polyps";3.34;"short and / or deep";"undulation of median or pectoral fins";NA;20;20;0;NA;NA;NA;15.01;0.0234423;3.01;NA;0.9;NA;2;25;25.4;28.4;29.3
"174";"Chaetodon_mitratus";"Actinopterygii";"Chaetodontidae";"Chaetodon";"mitratus";NA;218723;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218723";"https://www.fishbase.us/summary/Chaetodon-mitratus.html";"Indian butterflyfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmit_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmit_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmit_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chmit_u1.jpg";"334";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"7.1-15cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-mobile-invertebrate";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1";"unspecified_benthic_invertebrates";3.5;"short and / or deep";"undulation of median or pectoral fins";NA;14;17.08;0;NA;NA;NA;13.37;0.0234423;3.01;NA;1.04;NA;22;80;24.4;25.8;26.9
"175";"Chaetodon_trifascialis";"Actinopterygii";"Chaetodontidae";"Chaetodon";"trifascialis";"Quoy & Gaimard, 1825";218719;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218719";"https://www.fishbase.us/summary/Chaetodon-trifascialis.html";"Chevroned butterflyfish";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chtri_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chtri_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chtri_j2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chtri_u6.jpg";"66";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/cnidarians/hard_corals_:_1;zoobenthos/cnidarians/other_polyps_:_1";"Acropora_sp. ; unidentified_coral_polyps";3.34;"short and / or deep";"undulation of median or pectoral fins";NA;18;18;0;NA;NA;4.39;24.48;0.0213796;2.96;NA;0.61;NA;2;30;24.9;28.3;29.3
"176";"Chaetodon_trifasciatus";"Actinopterygii";"Chaetodontidae";"Chaetodon";"trifasciatus";"Park, 1797";218741;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218741";"https://www.fishbase.us/summary/Chaetodon-trifasciatus.html";"Redfin butterflyfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chtri_ur.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chtri_ut.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chtri_uc.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chtri_u3.jpg";"169";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-sessile-invertebrates";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/cnidarians/other_polyps_:_1";"corals";3.34;"short and / or deep";"undulation of median or pectoral fins";12;15;15;0;NA;NA;1.61;10;0.0234423;3.06;NA;1.9;NA;NA;30;NA;NA;NA
"177";"Chaetodon_vagabundus";"Actinopterygii";"Chaetodontidae";"Chaetodon";"vagabundus";"Linnaeus, 1758";218754;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218754";"https://www.fishbase.us/summary/Chaetodon-vagabundus.html";"Vagabond butterflyfish";NA;"Poisson-papillon vagabond";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chvag_u6.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chvag_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chvag_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Chvag_u7.jpg";"247";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"pairing";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-mobile-invertebrate";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/cnidarians/hard_corals_:_1;zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1";"unidentified ; unspecified_benthic_invertebrates";2.9;"short and / or deep";"undulation of median or pectoral fins";15;23;23;0;NA;NA;NA;17.81;0.0199526;2.99;NA;0.79;NA;5;30;24.7;28.4;29.3
