"Genus_species";"Class";"Familly";"Genus";"Species";"Authority";"AphiaID";"Worms_url";"Fishbase_url";"English_name";"French_name";"nom_francais";"Comorian_name";"picture1_Fishbase";"picture2_Fishbase";"picture3_Fishbase";"picture4_Fishbase";"photos";"photos_origin";"Location_recorded";"Location_uncertainties";"Ref_location";"description";"Reef_associated";"Reef_associated_ref";"Size";"Size_ref";"Mobility";"Mobility_ref";"Activity";"Activity_ref";"Schooling";"Schooling_ref";"Position";"Position_ref";"Diet";"Diet_ref";"Diet_Fishbase";"Food.names_Fishbase";"Trophic.level_Fishbase";"BodyShape_Fishbase";"swimtype_Fishbase";"CommonLength_Fishbase";"Length_Fishbase";"MaxLengthTL_Fishbase";"TLObserved_Fishbase";"Weight_Fishbase";"LongevityWild_Fishbase";"AgeMax_Fishbase";"Vulnerability_Fishbase";"a";"b";"a.b_ref";"K";"K_ref";"DepthMin_Fishbase";"DepthMax_Fishbase";"TempPrefMin_Fishbase";"TempPrefMean_Fishbase";"TempPrefMax_Fishbase"
"450";"Mugilogobius_mertoni";"Actinopterygii";"Gobiidae";"Mugilogobius";"mertoni";"Weber, 1911";277356;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=277356";"https://www.fishbase.us/summary/Mugilogobius-mertoni.html";"Meander goby";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mumer_u0.jpg";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/300px-No_image_available.svg.png";"NA";"NA";"818";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";3.54;"fusiform / normal";"NA";NA;6;7.32;0;NA;NA;NA;13.37;0.00891251;3.06;NA;1.02;NA;0;5;25;28.5;29.3
"451";"Mugil_cephalus";"Actinopterygii";"Mugilidae";"Mugil";"cephalus";"Linnaeus, 1758";126983;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=126983";"https://www.fishbase.us/summary/Mugil-cephalus.html";"Grey mullet";"Mulet cabot";NA;"M'Hizi";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mucep_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mucep_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mucep_u8.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mucep_ua.jpg";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plants/phytoplankton/diatoms_:_53;zooplankton/other_plank._invertebrates/other_plank._invertebrates_:_8;zooplankton/plank._crust./plank._copepods_:_8;plants/other_plants/benthic_algae_or_weeds_:_7;plants/phytoplankton/green_algae_:_5;zoobenthos/benth._cru";"unidentified ; Achnanthes_hauckiana ; Achnanthes_lemmermannii ; Achnanthes_longipes ; Achnanthes_spp. ; Amphora_marina ; Amphora_spectabilis ; Amphora_spp. ; Amphora_tenerrima ; Asterionella_bleakeleyi ; Asterionellopsis_glacialis ; Gyrosigma ; Navicula ;";2.48;"fusiform / normal";"movements of body and/or caudal fin";50;100;122;0;NA;16;16;41.7;0.0120226;2.97;NA;0.24;NA;0;120;11.3;23.2;27.9
"452";"Mulloidichthys_flavolineatus";"Actinopterygii";"Mullidae";"Mulloidichthys";"flavolineatus";NA;218647;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218647";"https://www.fishbase.us/summary/Mulloidichthys-flavolineatus.html";"Yellowstripe goatfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mufla_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mufla_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mufla_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mufla_u7.jpg";"715,79";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"20_50_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-mobile-invertebrate";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/mollusks/bivalves_:_1;zoobenthos/benth._crust./crabs_:_1;zoobenthos/mollusks/gastropods_:_1;zoobenthos/other_benth._invertebrates/other_benth._Invertebrates_:_1;zoobenthos/echinoderms/other_echinoderms_:_1;nekton/finfish/other_finfish_:_1;zoobe";"unidentified ; heart_urchins ; Semelangulus_sp. ; Ptychodera_sp. ; Sabella";3.84;"fusiform / normal";"NA";25;43;43;0;NA;NA;7.06;38.87;0.0107152;3.08;NA;0.27;NA;1;76;24.5;27.8;29
"453";"Mulloidichthys_vanicolensis";"Actinopterygii";"Mullidae";"Mulloidichthys";"vanicolensis";"Valenciennes, 1831";218648;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=218648";"https://www.fishbase.se/summary/Mulloidichthys-vanicolensis.html";"Yellowfin goatfish";"Capucin de Vanicolo";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Muvan_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Muvan_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Muvan_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Muvan_u2.jpg";"840,426";"collected_internet";"Maybe_Mayotte";"to_be_verified";NA;NA;"yes";"to.verify.probably.fishbase";"15.1-30cm";"to.verify.probably.fishbase";"mobile_within_a_reef";"to.verify.probably.fishbase";"nocturnal";"to.verify.probably.fishbase";"3_20_individuals";"to.verify.probably.fishbase";"bentho-pelagic";"to.verify.probably.fishbase";"invertivorous-targeting-mobile-invertebrate";"to.verify.probably.fishbase";"nekton/finfish/bony_fish_:_1;zoobenthos/benth._crust./other_benth._crustaceans_:_1;zoobenthos/other_benth._invertebrates/other_benth._invertebrates_:_1;zoobenthos/worms/non-annelids_:_1";"unidentified ; unspecified_benthic_animals";3.6;"fusiform / normal";"NA";25;38;38;0;NA;NA;4.87;23.19;0.01;3.03;NA;0.51;NA;1;113;24.3;27.7;28.9
"454";"Muraenesox_bagio";"Actinopterygii";"Muraenesocidae";"Muraenesox";"bagio";"Hamilton, 1822";220037;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=220037";"https://www.fishbase.us/summary/Muraenesox-bagio.html";"Common pike conger";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mubag_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mubag_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mubag_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mubag_u0.gif";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"no";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";">80cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"piscivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nekton/finfish/bony_fish_:_2;zoobenthos/benth._crust./other_benth._crustaceans_:_1;zoobenthos/benth._crust./shrimps_or_prawns_:_1";"unidentified_benthic_fish ; unspecified_finfishes ; unspecified_crustaceans ; unidentified";3.99;"eel-like";"NA";150;200;200;0;7100;NA;NA;71;0.0018197;2.91;NA;NA;NA;1;100;21.7;28;29.1
"455";"Myrichthys_colubrinus";"Actinopterygii";"Ophichthidae";"Myrichthys";"colubrinus";"Boddaert, 1781";217579;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217579";"https://www.fishbase.us/summary/Myrichthys-colubrinus.html";"Harlequin snake eel";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mycol_u7.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mycol_u6.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mycol_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mycol_u0.jpg";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";">80cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-mobile-invertebrate";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";NA;"NA";3.56;"eel-like";"undulation of median or pectoral fins";NA;97;97;0;NA;NA;NA;44.87;0.00138038;2.92;NA;0.23;NA;0;35;25;28.3;29.3
"456";"Myrichthys_maculosus";"Actinopterygii";"Ophichthidae";"Myrichthys";"maculosus";"Cuvier, 1816";217578;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217578";"https://www.fishbase.us/summary/Myrichthys-maculosus.html";"Spotted snake eel";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mymac_u9.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mymac_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mymac_u8.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mymac_u1.jpg";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";">80cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"invertivorous-targeting-mobile-invertebrate";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";NA;"NA";3.56;"eel-like";"undulation of median or pectoral fins";50;100;100;0;NA;NA;NA;45.04;0.00138038;2.92;NA;0.23;NA;0;262;19.2;26.1;28.2
"457";"Myripristis_adusta";"Actinopterygii";"Holocentridae";"Myripristis";"adusta";"Bleeker, 1853";217926;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217926";"https://www.fishbase.us/summary/Myripristis-adusta.html";"Shadowfin soldierfish";NA;"Soldat pourpre";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myadu_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myadu_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myadu_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myadu_u4.jpg";"268";"collected_internet";"Mayotte";NA;"Wickel et al 2014";"couleur bronze et bordures laregs et sombres sur les nagoires verticlaes ";"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zooplankton/other_plank._invertebrates/other_plank._invertebrates_:_1";"larvae_of_unspecified_crab";3.4;"fusiform / normal";"NA";25;35;35;0;NA;NA;NA;25.31;0.0204174;3.03;NA;0.55;NA;1;25;25.3;28.5;29.3
"458";"Myripristis_berndti";"Actinopterygii";"Holocentridae";"Myripristis";"berndti";"Jordan & Evermann, 1903";217927;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217927";"https://www.fishbase.us/summary/Myripristis-berndti.html";"Bigscale soldierfish";"Cardinal";"Myripristis de Berndt";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myber_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myber_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myber_u8.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myber_u3.jpg";"781,779,354";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nekton/finfish/bony_fish_:_1;zoobenthos/benth._crust./other_benth._crustaceans_:_1;zooplankton/plank._crust./other_plank._crustaceans_:_1";"unspecified_crab_larvae ; unspecified_crustaceans ; unspecified_finfishes";3.72;"fusiform / normal";"NA";22;30;30;0;NA;NA;NA;23.37;0.0186209;3;NA;0.63;NA;3;159;24.7;28.2;29.2
"459";"Myripristis_botche";"Actinopterygii";"Holocentridae";"Myripristis";"botche";"Cuvier, 1829";217922;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217922";"https://www.fishbase.us/summary/Myripristis-botche.html";"Splendid squirrelfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mybot_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mybot_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mybot_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mybot_u1.jpg";"433,356";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nekton/finfish/bony_fish_:_1;zoobenthos/benth._crust./other_benth._crustaceans_:_1";"unspecified_finfishes ; unspecified_crustaceans";4;"fusiform / normal";"NA";NA;30;36.6;0;NA;NA;NA;28.27;0.0186209;3.06;NA;0.53;NA;25;71;23.5;27.4;28.4
"460";"Myripristis_chryseres";"Actinopterygii";"Holocentridae";"Myripristis";"chryseres";"Jordan & Evermann, 1903";217920;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217920";"https://www.fishbase.us/summary/Myripristis-chryseres.html";"Yellowfin soldierfish";"Cardinal queue jaune";"Cardinal queue jaune";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mychr_u6.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mychr_u7.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mychr_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mychr_u4.jpg";"357";"collected_internet";"Mayotte";NA;"Wickel et al 2014";"nagoires dorsales caudales et anales jaunes vif ";"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nekton/finfish/bony_fish_:_1;zoobenthos/benth._crust./other_benth._crustaceans_:_1";"unspecified_finfishes ; unspecified_crustaceans";4.04;"fusiform / normal";"NA";NA;25;25;0;NA;NA;NA;19.54;0.0141254;3.03;NA;0.75;NA;12;350;14.2;24.2;28.1
"461";"Myripristis_hexagona";"Actinopterygii";"Holocentridae";"Myripristis";"hexagona";NA;217928;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217928";"https://www.fishbase.us/summary/Myripristis-hexagona.html";"Doubletooth soldierfish";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myhex_u6.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myhex_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myhex_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Myhex_u5.jpg";"358";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zooplankton/plank._crust./other_plank._crustaceans_:_1";"larvae_of_unspecified_crabs";3.1;"fusiform / normal";"NA";NA;30;30;0;NA;NA;NA;23.37;0.0162181;3.05;NA;0.63;NA;3;40;24.9;28;29
"462";"Myripristis_kuntee";"Actinopterygii";"Holocentridae";"Myripristis";"kuntee";"Valenciennes, 1831";217915;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217915";"https://www.fishbase.us/summary/Myripristis-kuntee.html";"Epaulette soldierfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mykun_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mykun_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mykun_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mykun_u7.jpg";"359";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zooplankton/plank._crust./other_plank._crustaceans_:_1";"unspecified_crab_larvae";3.36;"fusiform / normal";"NA";16;26;26;0;NA;NA;NA;20.42;0.0199526;3.14;NA;0.72;NA;0;65;25.2;27.8;28.9
"463";"Myripristis_murdjan";"Actinopterygii";"Holocentridae";"Myripristis";"murdjan";NA;217925;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217925";"https://www.fishbase.us/summary/Myripristis-murdjan.html";"Pinecone soldierfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mymur_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mymur_ud.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mymur_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mymur_u9.jpg";"133";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zooplankton/plank._crust./other_plank._Crustaceans_:_1";"unidentified";3.39;"fusiform / normal";"NA";18;60;60;0;NA;NA;4.47;35.01;0.0154882;3.07;NA;0.33;NA;1;50;24.7;28;29
"464";"Myripristis_pralinia";"Actinopterygii";"Holocentridae";"Myripristis";"pralinia";"Cuvier, 1829";217919;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217919";"https://www.fishbase.us/summary/Myripristis-pralinia.html";"Scarlet soldierfish";"Poissons soldat rouge";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mypra_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mypra_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mypra_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Mypra_u3.jpg";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"nocturnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/benth._crust./other_benth._crustaceans_:_3;zoobenthos/benth._crust./amphipods_:_1;nekton/finfish/bony_fish_:_1;zooplankton/fish_(early_stages)/fish_eggs_or_larvae_:_1;zoobenthos/benth._crust./isopods_:_1;zooplankton/plank._crust./mysids_:_1;zoo";"unidentified ; unspecified_finfishes ; unspecified_crustaceans";3.46;"fusiform / normal";"NA";NA;20;20;0;NA;NA;NA;15.01;0.0194984;3.07;NA;0.92;NA;8;50;25.4;27.5;28.8
