"id";"famille";"genre";"espece";"nom_vernaculaire";"WORMS_AphiID";"Fishbase_URL";"photos";"photo_credit";"description";"Ref_description";"Presence_records";"Ref_presence_record";"presence_mayotte";"presence_geyser_zelee";"presence_zelee_nov15";"Taille_maturite";"Type_taille_maturite";"Ref_taille_maturite";"Taille_max";"Type_taille_max";"Ref_taille_max";"Type_mesure_taille_max";"Ref_taille";"coeff_a";"coeff_b";"Niveau_taxo_coeff";"Type_mesure_coeffab";"Ref_coeff";"Interet_commercial_Mayotte";"Ref_commercial_Mayotte";"Vulnerabilite_peche";"Ref_vulnerabilite_peche";"last_update";"Remarque"
"122";"Chaetodon_interruptus";"CHAETODONTIDAE";"Chaetodon";"interruptus";"Poisson-papillon larme";NA;NA;"332";NA;"";NA;NA;NA;1;1;0;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.0533";"2.833";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"123";"Chaetodon_kleinii";"CHAETODONTIDAE";"Chaetodon";"kleinii";"Poisson-papillon de Klein";NA;NA;"65";NA;"";NA;NA;NA;1;1;1;"10";NA;NA;"15";NA;NA;"TL";NA;"0.045";"2.814";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"124";"Chaetodon_lineolatus";"CHAETODONTIDAE";"Chaetodon";"lineolatus";"Chaetodon linéolé";NA;NA;"333";NA;"";NA;NA;NA;1;1;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0693";"2.622";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"125";"Chaetodon_lunula";"CHAETODONTIDAE";"Chaetodon";"lunula";"Chaetodon raton laveur";NA;NA;"67";NA;"";NA;NA;NA;1;1;1;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.045";"2.814";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"126";"Chaetodon_madagaskariensis";"CHAETODONTIDAE";"Chaetodon";"madagaskariensis";"Poisson-papillon de Madagascar";NA;NA;"68";NA;"";NA;NA;NA;1;1;1;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.045";"2.814";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"127";"Chaetodon_melannotus";"CHAETODONTIDAE";"Chaetodon";"melannotus";"Chaetodon à dos noir";NA;NA;"484,397";NA;"";NA;NA;NA;1;1;0;"11.8";NA;NA;"18";NA;NA;"TL";NA;"0.0267";"3.049";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"128";"Chaetodon_melapterus";"CHAETODONTIDAE";"Chaetodon";"melapterus";"Papillon d'arabie";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"129";"Chaetodon_meyeri";"CHAETODONTIDAE";"Chaetodon";"meyeri";"Poisson-papillon persan";NA;NA;"469,147";NA;"";NA;NA;NA;1;1;1;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.045";"2.814";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"130";"Chaetodon_mitratus";"CHAETODONTIDAE";"Chaetodon";"mitratus";"Chaetodon à mitre";NA;NA;"334";NA;"";NA;NA;NA;1;0;0;"9.4";NA;NA;"14";NA;NA;"TL";NA;"0.045";"2.814";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"131";"Chaetodon_trifascialis";"CHAETODONTIDAE";"Chaetodon";"trifascialis";"Poisson-papillon à chevrons";NA;NA;"66";NA;"";NA;NA;NA;1;1;1;"9.2";NA;NA;"18";NA;NA;"TL";NA;"0.0258";"2.969";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"132";"Chaetodon_trifasciatus";"CHAETODONTIDAE";"Chaetodon";"trifasciatus";"Chaetodon à trois bandes";NA;NA;"169";NA;"";NA;NA;NA;1;1;0;"11.8";NA;NA;"15";NA;NA;"TL";NA;"0.0387";"2.894";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"133";"Chaetodon_vagabundus";"CHAETODONTIDAE";"Chaetodon";"vagabundus";"Poisson-papillon vagabond";NA;NA;"247";NA;"";NA;NA;NA;1;1;0;"14.6";NA;NA;"23";NA;NA;"TL";NA;"0.0278";"2.973";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"134";"Chaetodon_xanthocephalus";"CHAETODONTIDAE";"Chaetodon";"xanthocephalus";"Poisson-papillon à tête jaune";NA;NA;"411";NA;"";NA;NA;NA;1;1;0;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.045";"2.814";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"135";"Chaetodon_zanzibarensis";"CHAETODONTIDAE";"Chaetodon";"zanzibarensis";"Poisson-papillon africain";NA;NA;"335";NA;"";NA;NA;NA;1;1;0;"8.2";NA;NA;"12";NA;NA;"TL";NA;"0.045";"2.814";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"136";"Chanos_chanos";"CHANIDAE";"Chanos";"chanos";"Poisson lait";NA;NA;"708,338";NA;"";NA;NA;NA;1;1;0;"90";NA;NA;"180";NA;NA;"TL";NA;"0.0047";"3.389";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"137";"Cheilinus_fasciatus";"LABRIDAE";"Cheilinus";"fasciatus";"Labre à poitrine rouge";NA;NA;"199,197";NA;"";NA;NA;NA;1;1;0;"23.8";NA;NA;"40";NA;NA;"SL";NA;"0.0155";"3.058";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"138";"Cheilinus_oxycephalus";"LABRIDAE";"Cheilinus";"oxycephalus";"Labre prétentieux";NA;NA;"366";NA;"";NA;NA;NA;1;1;0;"11.2";NA;NA;"17";NA;NA;"TL";NA;"0.0155";"3.058";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"139";"Cheilinus_trilobatus";"LABRIDAE";"Cheilinus";"trilobatus";"Vieille à triple queue";NA;NA;"367";NA;"";NA;NA;NA;1;1;0;"23";NA;NA;"45";NA;NA;"TL";NA;"0.021";"2.972";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"140";"Cheilinus_undulatus";"LABRIDAE";"Cheilinus";"undulatus";"Napoléon";NA;NA;"434,368";NA;"";NA;NA;NA;1;1;0;"69.7";NA;NA;"229";NA;NA;"SL";NA;"0.0113";"3.136";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"141";"Cheilodipterus_arabicus";"APOGONIDAE";"Cheilodipterus";"arabicus";"Apogon tigre";NA;NA;"833,832";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;"18";NA;NA;NA;NA;"0.01434";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA
"142";"Cheilodipterus_macrodon";"APOGONIDAE";"Cheilodipterus";"macrodon";"Apogon à grandes dents";NA;NA;"380,248";NA;"";NA;NA;NA;1;1;0;"15.7";NA;NA;"25";NA;NA;"TL";NA;"0.0054";"3.433";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"143";"Cheilodipterus_quinquelineatus";"APOGONIDAE";"Cheilodipterus";"quinquelineatus";"Apogon à cinq lignes";NA;NA;"309";NA;"";NA;NA;NA;1;1;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.0161";"2.999";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"144";"Chlorurus_atrilunula";"SCARIDAE";"Chlorurus";"atrilunula";"Perroquet lune bleue";NA;NA;"294,88,32";NA;"croissant noir sur la caudale en PT";NA;NA;NA;0;1;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"145";"Chlorurus_cyanescens";"SCARIDAE";"Chlorurus";"cyanescens";"Perroquet cyan bicolore";NA;NA;"291";NA;"bleu foncé mais le centre des ecailles au milieu est vert bosse frontale se dev chez le male ";NA;NA;NA;1;0;0;"29";NA;NA;"50";NA;NA;"TL";NA;"0.0222";"2.971";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"146";"Chlorurus_gibbus";"SCARIDAE";"Chlorurus";"gibbus";"Perroquet mâchoiron";NA;NA;"389,17";NA;"robe du juv est noire avec trois lignes horizontales jaunes qui s'etendent du museau jusqu'au pedoncule caudale.                         PI: robe rougeatre ou jaune vif avec des contours verts les levres sont soulignées d'un trait bleu turquoise.                                          PT le dos et le flanc sont bleu vif + profil de tete bossu Masque vert sur la joue et en dessous. ";NA;NA;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"147";"Chlorurus_sordidus";"SCARIDAE";"Chlorurus";"sordidus";"Perroquet brûlé ou grenat";NA;NA;"755,400,387,213,162";NA;"Femelle tres foncée avec queue blanche et pointe noire sur caudale. Quatres paires de points blancs sont visibles à l'arrière des flancs. Le mal a le dos vert, trois bandes bleues autour du bec une caudale blanche/ les joues et les cotés peuvent etre clairs. ";NA;NA;NA;1;1;0;"14.4";NA;NA;"40";NA;NA;"TL";NA;"0.0243";"2.969";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"148";"Chlorurus_strongylocephalus";"SCARIDAE";"Chlorurus";"strongylocephalus";"Perroquet bleu";NA;NA;"737,398,388,249,158,18";NA;"PI:jaune vif sur le dos rougeatre sur le ventre.                                                                    PT:  bleu avec du jaune sur le dos et sur les joues. ";NA;NA;NA;1;1;0;"39.1";NA;NA;"70";NA;NA;"TL";NA;"0.0222";"2.971";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"149";"Choerodon_robustus";"LABRIDAE";"Choerodon";"robustus";"Maidague robuste";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"150";"Chromis_agilis";"POMACENTRIDAE";"Chromis";"agilis";"Chromis bronze";NA;NA;"454";NA;"";NA;NA;NA;1;1;0;"5.4";NA;NA;"7.5";NA;NA;"SL";NA;"0.0229";"3.175";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"151";"Chromis_atripectoralis";"POMACENTRIDAE";"Chromis";"atripectoralis";"Chromis à zone axillaire noire";NA;NA;"250";NA;"";NA;NA;NA;1;1;0;"8.2";NA;NA;"12";NA;NA;"TL";NA;"0.0179";"3.291";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"152";"Chromis_chrysura";"POMACENTRIDAE";"Chromis";"chrysura";"Chromis à queue blanche";NA;NA;"562";NA;"";NA;NA;NA;1;1;0;"6.6";NA;NA;"14";NA;NA;"SL";NA;"0.0228";"3.222";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"153";"Chromis_fieldi";"POMACENTRIDAE";"Chromis";"fieldi";"Chromis à deux couleurs";"835087";"https://www.fishbase.se/summary/Chromis-fieldi";"383";NA;"";NA;NA;NA;1;1;1;"6.4";NA;NA;"9";NA;NA;"TL";NA;"0.0229";"3.175";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;"2020-04-13";"Avant appelle chromis dimidiata mais maintenant appelle Chromis fieldi car dimidiata est une espece du pacifique"
"154";"Chromis_lepidolepis";"POMACENTRIDAE";"Chromis";"lepidolepis";"Chromis écailleux";NA;NA;"424";NA;"robe gris beige ligen noire sur la dorsale anale et pointes sur caudale ";NA;NA;NA;1;0;0;"6.4";NA;NA;"9";NA;NA;"TL";NA;"0.195";"1.939";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"155";"Chromis_leucura";"POMACENTRIDAE";"Chromis";"leucura";"Chromis à queue blanche";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"156";"Chromis_nigroanalis";"POMACENTRIDAE";"Chromis";"nigroanalis";"Chromis du Kenya";NA;NA;"659";NA;"";NA;NA;NA;1;0;0;"8.2";NA;NA;"12";NA;NA;"TL";NA;"0.0229";"3.175";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"157";"Chromis_nigrura";"POMACENTRIDAE";"Chromis";"nigrura";"Chromis de l'océan indien";NA;NA;"784,563";NA;"";NA;NA;NA;1;1;0;"4.5";NA;NA;"6";NA;NA;"TL";NA;"0.0229";"3.175";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"158";"Chromis_opercularis";"POMACENTRIDAE";"Chromis";"opercularis";"Chromis à tache operculaire noire";NA;NA;"251,102";NA;"";NA;NA;NA;1;1;0;"10.6";NA;NA;"16";NA;NA;"TL";NA;"0.0229";"3.175";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"159";"Chromis_pembae";"POMACENTRIDAE";"Chromis";"pembae";"Chromis pembae";NA;NA;"481";NA;"";NA;NA;NA;0;0;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.0229";"3.175";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"160";"Chromis_ternatensis";"POMACENTRIDAE";"Chromis";"ternatensis";"Chromis à queue d'hirondelle";NA;NA;"456,425,414";NA;"";NA;NA;NA;1;1;1;"7";NA;NA;"10";NA;NA;"TL";NA;"0.016";"3.408";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"161";"Chromis_viridis";"POMACENTRIDAE";"Chromis";"viridis";"Chromis bleu-vert";NA;NA;"173";NA;"bleu vert lumineuse queue fourchue un tiret bleu ou noir au bout du museau";NA;NA;NA;1;1;0;"5.8";NA;NA;"8";NA;NA;"TL";NA;"0.0351";"2.9";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"162";"Chromis_weberi";"POMACENTRIDAE";"Chromis";"weberi";"Chromis  de Weber";NA;NA;"70";NA;"";NA;NA;NA;1;1;1;"9.1";NA;NA;"13.5";NA;NA;"TL";NA;"0.0229";"3.175";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"163";"Chrysiptera_annulata";"POMACENTRIDAE";"Chrysiptera";"annulata";"Demoiselle footballer";NA;NA;"252";NA;"";NA;NA;NA;1;0;0;"5.8";NA;NA;"8";NA;NA;"TL";NA;"0.026";"2.926";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"164";"Chrysiptera_biocellata";"POMACENTRIDAE";"Chrysiptera";"biocellata";"Demoiselle à deux taches";NA;NA;"667";NA;"";NA;NA;NA;1;1;1;"8.5";NA;NA;"12.5";NA;NA;"TL";NA;"0.026";"2.926";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"165";"Chrysiptera_brownriggii";"POMACENTRIDAE";"Chrysiptera";"brownriggii";"Demoiselle de zone de déferlement";NA;NA;"569,568";NA;"";NA;NA;NA;1;1;0;"5.8";NA;NA;"8";NA;NA;"TL";NA;"0.026";"2.926";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"166";"Chrysiptera_glauca";"POMACENTRIDAE";"Chrysiptera";"glauca";"Demoiselle grise";NA;NA;"565,564";NA;"";NA;NA;NA;1;1;0;"7.5";NA;NA;"10";NA;NA;"TL";NA;"0.026";"2.926";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"167";"Chrysiptera_unimaculata";"POMACENTRIDAE";"Chrysiptera";"unimaculata";"Demoiselle à une tache";NA;NA;"571,567,566";NA;"";NA;NA;NA;1;1;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.026";"2.926";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"168";"Cirrhilabrus_exquisitus";"LABRIDAE";"Cirrhilabrus";"exquisitus";"Labre nain bariolé";NA;NA;"782,369";NA;"juvenile a un point blanc sur le museau et tache noire sur la caudale ";NA;NA;NA;1;1;0;"8.2";NA;NA;"12";NA;NA;"SL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"169";"Cirrhitichthys_oxycephalus";"CIRRHITIDAE";"Cirrhitichthys";"oxycephalus";"Epervier lutin";NA;NA;"339";NA;"";NA;NA;NA;1;1;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.093";"3.268";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"170";"Cirrhitus_pinnulatus";"CIRRHITIDAE";"Cirrhitus";"pinnulatus";"Epervier de corail";NA;NA;"340";NA;"";NA;NA;NA;1;1;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0093";"3.268";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"171";"Cirripectes_stigmaticus";"BLENIIDAE";"Cirripectes";"stigmaticus";"";NA;NA;"760";NA;"";NA;NA;NA;0;0;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.0183";"2.969";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"172";"Coris_aygula";"LABRIDAE";"Coris";"aygula";"Labre clown";NA;NA;"371,370";NA;"";NA;NA;NA;1;1;0;"62.9";NA;NA;"120";NA;NA;"TL";NA;"0.0027";"3.489";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"173";"Coris_caudimacula";"LABRIDAE";"Coris";"caudimacula";"Girelle à tache caudale";NA;NA;"373,372";NA;"";NA;NA;NA;1;1;0;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.0065";"3.254";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"174";"Coris_cuvieri";"LABRIDAE";"Coris";"cuvieri";"Girelle africaine";NA;NA;"778,492,374";NA;"PT: sombre trait sur la tete et bande blanche sur le corp ";NA;NA;NA;1;1;0;"22.8";NA;NA;"38";NA;NA;"TL";NA;"0.0065";"3.254";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"175";"Coris_dorsomacula";"LABRIDAE";"Coris";"dorsomacula";"Coris à dos taché";NA;NA;"375,71";NA;"";NA;NA;NA;1;0;1;NA;NA;NA;"38";NA;NA;NA;NA;"0.0065";"3.254";NA;NA;NA;NA;NA;NA;NA;NA;"species called Coris_dorsomacula but this species do not occur in western indian ocean, so in writing should be called Coris_cf._dorsomacula"
"176";"Coris_formosa";"LABRIDAE";"Coris";"formosa";"";NA;NA;"836,835";NA;"";NA;NA;NA;1;0;0;"34.1";NA;NA;"60";NA;NA;"TL";NA;"0.0065";"3.254";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"177";"Coryphaena_hippurus";"CORYPHAENIDAE";"Coryphaena";"hippurus";"Daurade coryphène";NA;NA;"341";NA;"";NA;NA;NA;1;1;0;"87.2";NA;NA;"210";NA;NA;"TL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"178";"Corythoichthys_flavofasciatus";"SYNGTHIDAE";"Corythoichthys";"flavofasciatus";"Syngnathe à réseaux";NA;NA;"647";NA;"";NA;NA;NA;1;1;0;"8.2";NA;NA;"12";NA;NA;"TL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"179";"Cotylopus_rubripinnis";"GOBIIDAE";"Cotylopus";"rubripinnis";"";NA;NA;"805";NA;"";NA;NA;NA;0;0;0;"3.6";NA;NA;"4.8";NA;NA;"SL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"180";"Cryptocentrus_caeruleomaculatus";"GOBIIDAE";"Cryptocentrus";"caeruleomaculatus";"";NA;NA;"806";NA;"";NA;NA;NA;0;0;0;"7";NA;NA;"10";NA;NA;"SL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"181";"Ctenochaetus_binotatus";"ACANTHURIDAE";"Ctenochaetus";"binotatus";"Chirurgien à deux taches";NA;NA;"486,9";NA;"tete avec tache ronde bleu qui se termine en ligne sur le corp. Deux petits points noirs sur dorsale et anale. Queue souvent jaune chez le juvenile ";NA;NA;NA;1;1;0;"14";NA;NA;"22";NA;NA;"TL";NA;"0.0392";"2.875";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"182";"Ctenochaetus_striatus";"ACANTHURIDAE";"Ctenochaetus";"striatus";"Chirurgien strié, maïto";NA;NA;"704,215,201,114,53";NA;"Robe rayée longitudinalement de lignes orange et bleues. Pout juv Nageoires dorsales et anales bordées de bleue. Sur les comptages staviro julien regroupe les C striatus, nigrofuscus et binotatus car pas possible de distinguer les espèces.  ";NA;NA;NA;1;1;1;"14";NA;NA;"26";NA;NA;"TL";NA;"0.0137";"3.083";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"183";"Ctenochaetus_truncatus";"ACANTHURIDAE";"Ctenochaetus";"truncatus";"Chirurgien à cercle doré";NA;NA;"431,15";NA;"";NA;NA;NA;1;1;1;"10.6";NA;NA;"16";NA;NA;"SL";NA;"0.0237";"3.056";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"184";"Dactyloptena_orientalis";"DACTYLOPTERIDAE";"Dactyloptena";"orientalis";"Grondin volant rouge";NA;NA;"342";NA;"";NA;NA;NA;1;0;0;"14";NA;NA;"40";NA;NA;"TL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"185";"Dascyllus_aruanus";"POMACENTRIDAE";"Dascyllus";"aruanus";"Demoiselle à trois bandes noires";NA;NA;"161";NA;"";NA;NA;NA;1;1;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.0289";"3.035";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"186";"Dascyllus_carneus";"POMACENTRIDAE";"Dascyllus";"carneus";"Dascyllus indien";NA;NA;"384,186";NA;"";NA;NA;NA;1;1;1;"5.1";NA;NA;"7";NA;NA;"TL";NA;"0.0462";"2.911";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"187";"Dascyllus_trimaculatus";"POMACENTRIDAE";"Dascyllus";"trimaculatus";"Demoiselle à trois points";NA;NA;"253,72";NA;"";NA;NA;NA;1;1;1;"7.6";NA;NA;"11";NA;NA;"SL";NA;"0.0313";"3.043";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"188";"Decapterus_macarellus";"CARANGIDAE";"Decapterus";"macarellus";"Bankloche";NA;NA;"326,99";NA;"corp fusiforme œil dev tache noire le long sup de l'opercule";NA;NA;NA;1;1;1;"25.8";NA;NA;"46";NA;NA;"TL";NA;"0.0083";"3.197";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"189";"Dermatolepis_striolata";"SERRANIDAE";"Dermatolepis";"striolata";"Mérou lisse";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.0134";"3.031";"Famille";NA;NA;NA;NA;NA;NA;NA;NA
"190";"Diagramma_labiosum";"HAEMULIDAE";"Diagramma";"labiosum";"Diagramme voilier";NA;NA;"696 205";NA;"";NA;NA;NA;1;0;0;"48.8";NA;NA;"90";NA;NA;"TL";NA;"0.0217";"2.898";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
