"id";"famille";"genre";"espece";"nom_vernaculaire";"WORMS_AphiID";"Fishbase_URL";"photos";"photo_credit";"description";"Ref_description";"Presence_records";"Ref_presence_record";"presence_mayotte";"presence_geyser_zelee";"presence_zelee_nov15";"Taille_maturite";"Type_taille_maturite";"Ref_taille_maturite";"Taille_max";"Type_taille_max";"Ref_taille_max";"Type_mesure_taille_max";"Ref_taille";"coeff_a";"coeff_b";"Niveau_taxo_coeff";"Type_mesure_coeffab";"Ref_coeff";"Interet_commercial_Mayotte";"Ref_commercial_Mayotte";"Vulnerabilite_peche";"Ref_vulnerabilite_peche";"last_update";"Remarque"
"400";"Pomacentrus_caeruleus";"POMACENTRIDAE";"Pomacentrus";"caeruleus";"Demoiselle bleue et jaune";NA;NA;"777,736";NA;"";NA;NA;NA;1;1;1;"7";NA;NA;"10";NA;NA;"TL";NA;"0.028";"3.024";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"401";"Pomacentrus_pavo";"POMACENTRIDAE";"Pomacentrus";"pavo";"Demoiselle saphir";NA;NA;"221,22";NA;"robe vert clair au bleu foncé. Trame de tirets verticaux tres fins couvrent le corp. Queue et nageoire anale jaune. ";NA;NA;NA;1;1;0;"6.1";NA;NA;"8.5";NA;NA;"SL";NA;"0.0252";"2.972";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"402";"Pomacentrus_sulfureus";"POMACENTRIDAE";"Pomacentrus";"sulfureus";"Demoiselle soufre";NA;NA;"166";NA;"";NA;NA;NA;1;1;0;"7.6";NA;NA;"11";NA;NA;"TL";NA;"0.028";"3.024";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"403";"Pomacentrus_trichrourus";"POMACENTRIDAE";"Pomacentrus";"trichrourus";"Demoiselle à queue blanche ";NA;NA;"578,577";NA;"";NA;NA;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"404";"Pomacentrus_trilineatus";"POMACENTRIDAE";"Pomacentrus";"trilineatus";"Demoiselle à rois lignes";NA;NA;"580,579";NA;"";NA;NA;NA;1;1;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.028";"3.024";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"405";"Pomachromis_richardsoni";"POMACENTRIDAE";"Pomachromis";"richardsoni";"Demoiselle de richardson";NA;NA;"581";NA;"";NA;NA;NA;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"406";"Priacanthus_hamrur";"PRIACANTHIDAE";"Priacanthus";"hamrur";"Beauclair lanterne";NA;NA;"682,466,463";NA;"";NA;NA;NA;1;1;0;"22.9";NA;NA;"45";NA;NA;"TL";NA;"0.03";"2.801";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"407";"Pristiapogon_fraenatus";"APOGONIDAE";"Pristiapogon";"fraenatus";"Apogon à bride";NA;NA;"308";NA;"";NA;NA;NA;1;1;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.013";"3.165";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"408";"Pristiapogon_kallopterus";"APOGONIDAE";"Pristiapogon";"kallopterus";"Apogon irisé";NA;NA;"307";NA;"";NA;NA;NA;1;1;0;"10";NA;NA;"15";NA;NA;"TL";NA;"0.0074";"3.335";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"409";"Pristipomoides_zonatus";"LUTJANIDAE";"Pristipomoides";"zonatus";"Colas bagnard";NA;NA;"521";NA;"";NA;NA;NA;1;1;0;"28.9";NA;NA;"50";NA;NA;"TL";NA;"0.0167";"3.022";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"410";"Pseudalutarius_nasicornis";"MONACANTHIDAE";"Pseudalutarius";"nasicornis";"Poisson lime rhinocéros";NA;NA;"535";NA;"";NA;NA;NA;1;1;0;"12.4";NA;NA;"19";NA;NA;"TL";NA;"0.007";"3.262";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"411";"Pseudanthias_bimaculatus";"SERRANIDAE";"Pseudanthias";"bimaculatus";"basslet à deux points";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"412";"Pseudanthias_cooperi";"SERRANIDAE";"Pseudanthias";"cooperi";"Barbier rouge";NA;NA;"622";NA;"";NA;NA;NA;1;1;0;"9.4";NA;NA;"14";NA;NA;"TL";NA;"0.0136";"3.033";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"413";"Pseudanthias_evansi";"SERRANIDAE";"Pseudanthias";"evansi";"Anthias bicolore, à dos jaune";NA;NA;"422";NA;"";NA;NA;NA;1;1;0;"8.2";NA;NA;"12";NA;NA;"SL";NA;"0.0137";"3.034";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"414";"Pseudanthias_pleurotaenia";"SERRANIDAE";"Pseudanthias";"pleurotaenia";"Anthias à tache carrée";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"415";"Pseudanthias_pulcherrimus";"SERRANIDAE";"Pseudanthias";"pulcherrimus";"";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"416";"Pseudanthias_squamipinnis";"SERRANIDAE";"Pseudanthias";"squamipinnis";"Barbier rouge, à queue de lyre";NA;NA;"113,112";NA;"";NA;NA;NA;1;1;1;"10.5";NA;NA;"15";NA;NA;"TL";NA;"0.0138";"3.035";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"417";"Pseudobalistes_flavimarginatus";"BALISTIDAE";"Pseudobalistes";"flavimarginatus";"Baliste géant";NA;NA;"679,310";NA;"";NA;NA;NA;1;1;0;"34.4";NA;NA;"60";NA;NA;"TL";NA;"0.0057";"3.393";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"418";"Pseudocheilinus_dispilus";"LABRIDAE";"Pseudocheilinus";"dispilus";"Labre nain à six lignes";NA;NA;"442";NA;"";NA;NA;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"419";"Pseudocheilinus_evanidus";"LABRIDAE";"Pseudocheilinus";"evanidus";"Labre nain strié";NA;NA;"441";NA;"bande blanche sur la tete";NA;NA;NA;1;1;0;"6";NA;NA;"8";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"420";"Pseudocheilinus_hexataenia";"LABRIDAE";"Pseudocheilinus";"hexataenia";"Labre à signes lignes ";NA;NA;"224";NA;"six lignes jaunes caudales jaunes avec un petit point bleu au début";NA;NA;NA;0;0;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"421";"Pseudocheilinus_octotaenia";"LABRIDAE";"Pseudocheilinus";"octotaenia";"Labre nain à huit lignes";NA;NA;"443";NA;"8 lignes foncées";NA;NA;NA;0;1;0;"9.4";NA;NA;"14";NA;NA;"SL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"422";"Pseudochromis_fridmani";"PSEUDOCHROMIDAE";"Pseudochromis";"fridmani";"Pseudochromis de mer rouge";NA;NA;"588";NA;"";NA;NA;NA;1;1;0;"4.7";NA;NA;"6.3";NA;NA;"TL";NA;"0.0096";"3.167";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"423";"Pseudocoris_heteroptera";"LABRIDAE";"Pseudocoris";"heteroptera";"labre torpille ";NA;NA;"448";NA;"";NA;NA;NA;0;0;0;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"424";"Pseudocoris_yamashiroi";"LABRIDAE";"Pseudocoris";"yamashiroi";"Labre à points rouges";NA;NA;"450";NA;"";NA;NA;NA;1;1;0;"10.6";NA;NA;"16";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"425";"Pseudodax_moluccanus";"LABRIDAE";"Pseudodax";"moluccanus";"Labre des Mollusques";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"426";"Ptereleotris_evides";"MICRODESMIDAE";"Ptereleotris";"evides";"Poisson-fléchette à trois bandes";NA;NA;"189";NA;"";NA;NA;NA;1;1;0;"9.4";NA;NA;"14";NA;NA;"TL";NA;"0.00389";"3.12";NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"427";"Ptereleotris_grammica";"MICRODESMIDAE";"Ptereleotris";"grammica";"Poisson fléchette";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"428";"Ptereleotris_heteroptera";"MICRODESMIDAE";"Ptereleotris";"heteroptera";"Poisson-fléchette à queue tachée";NA;NA;"526";NA;"";NA;NA;NA;1;1;0;"9.4";NA;NA;"14";NA;NA;"TL";NA;"0.00389";"3.12";NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"429";"Ptereleotris_zebra";"MICRODESMIDAE";"Ptereleotris";"zebra";"Poisson-fléchette zébré";NA;NA;"528";NA;"";NA;NA;NA;1;1;0;"8.2";NA;NA;"12";NA;NA;"SL";NA;"0.00389";"3.12";NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"430";"Pterocaesio_chrysozona";"CAESIONIDAE";"Pterocaesio";"chrysozona";"Caesio à ceinture d'or";NA;NA;"317";NA;"1 lignes or au milieu du corp. ";NA;NA;NA;1;1;0;"13.5";NA;NA;"21";NA;NA;"TL";NA;"0.0092";"3.234";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"431";"Pterocaesio_lativittata";"CAESIONIDAE";"Pterocaesio";"lativittata";"Fusilier à longue bande";NA;NA;"730";NA;"";NA;NA;NA;0;0;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.0092";"3.234";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"432";"Pterocaesio_marri";"CAESIONIDAE";"Pterocaesio";"marri";"Fusilier de Marr";NA;NA;"674,318";NA;"2 rayures jaunes une sur le dos l'autres sur l'axe centrale du corp. Ext du lobes noires. Taches bien visibles a la base des nagoires pectorales. ";NA;NA;NA;1;1;0;"21.2";NA;NA;"35";NA;NA;"TL";NA;"0.0092";"3.234";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"433";"Pterocaesio_pisang";"CAESIONIDAE";"Pterocaesio";"pisang";"Fusilier banane";NA;NA;"672";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"434";"Pterocaesio_tile";"CAESIONIDAE";"Pterocaesio";"tile";"Caesio tricolore";NA;NA;"695,87";NA;"on le voit bleu et blanc sur les videos ";NA;NA;NA;1;1;1;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0092";"3.234";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"435";"Pterocaesio_trilineata";"CAESIONIDAE";"Pterocaesio";"trilineata";"Fusilier à trois bandes";NA;NA;"46";NA;"";NA;NA;NA;1;1;1;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.0107";"3.178";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"436";"Pterois_antennata";"SCORPAENIDAE";"Pterois";"antennata";"Pterois à antennes";NA;NA;"598,594";NA;"face claire et teinte rouge barre noire qui cache l'œil de long rayon blanc sans voilure sorte de la membrane des nageoires pectorales. NC et  rayés blanc et brun rouge ";NA;NA;NA;1;1;0;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.0358";"2.697";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"437";"Pterois_miles";"SCORPAENIDAE";"Pterois";"miles";"Pterois rascasse volante";NA;NA;"789,714,185,184,165";NA;"barre sombre et claire cernée de blancrayons durs de la nagoire dorsale ressemble a des plumes plumet sur chaque œil et appendice cutanées au bord des levres ";NA;NA;NA;1;1;0;"21.2";NA;NA;"35";NA;NA;"SL";NA;"0.0358";"2.697";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"438";"Pterois_radiata";"SCORPAENIDAE";"Pterois";"radiata";"Pterois à Raies blanches";NA;NA;"597";NA;"lignes fines blanches separent des barers brun rouge ligne blanche horizontale sur la queue ";NA;NA;NA;1;1;0;"15.2";NA;NA;"24";NA;NA;"TL";NA;"0.0358";"2.697";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"439";"Pteroplatytrygon_violacea";"DASYATIDAE";"Pteroplatytrygon";"violacea";"Pastenague violacée";NA;NA;"467";NA;"petite pointe au nez. Dos brun violacée en pleine eau ";NA;NA;NA;1;0;0;"59.7";NA;NA;"160";NA;NA;"TL";NA;"0.0094";"3.352";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"440";"Pygoplites_diacanthus";"POMACANTHIDAE";"Pygoplites";"diacanthus";"Poisson-ange royal";NA;NA;"461";NA;"";NA;NA;NA;1;1;1;"15.7";NA;NA;"25";NA;NA;"SL";NA;"0.0584";"2.718";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"441";"Rastrelliger_kanagurta";"SCOMBRIDAE";"Rastrelliger";"kanagurta";"Maquereau des indes";NA;NA;"";NA;"";NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.0041";"3.304";"Espece";NA;"https://www.fishbase.se/popdyn/FishLWSummary.php?ID=111&id2=577&genusname=Rastrelliger&speciesname=kanagurta&fc=416&variable_Length=10&gm_a=0.0062741760345585&gm_b=3.1277174896338";NA;NA;NA;NA;NA;NA
"442";"Redigobius_balteatus";"GOBIIDAE";"Redigobius";"balteatus";"";NA;NA;"821";NA;"";NA;NA;NA;0;0;0;"3";NA;NA;"3.8";NA;NA;"SL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"443";"Redigobius_bikolanus";"GOBIIDAE";"Redigobius";"bikolanus";"";NA;NA;"822";NA;"";NA;NA;NA;0;0;0;"3.2";NA;NA;"4.2";NA;NA;"SL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"444";"Rhincodon_typus";"RHINCODONTIDAE";"Rhincodon";"typus";"Requin baleine";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"445";"Rhinecanthus_aculeatus";"BALISTIDAE";"Rhinecanthus";"aculeatus";"Baliste picasso clair";NA;NA;"216";NA;"";NA;NA;NA;1;1;0;"16.8";NA;NA;"30";NA;NA;"TL";NA;"0.0057";"3.393";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"446";"Rhinecanthus_cinereus";"BALISTIDAE";"Rhinecanthus";"cinereus";"Baliste Picasso des Mascareignes";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"447";"Rhinecanthus_rectangulus";"BALISTIDAE";"Rhinecanthus";"rectangulus";"Baliste picasso à bandeau noir";NA;NA;"311";NA;"";NA;NA;NA;1;1;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0057";"3.393";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"448";"Sargocentron_caudimaculatum";"HOLOCENTRIDAE";"Sargocentron";"caudimaculatum";"Poisson-écureuil tahitien";NA;NA;"279";NA;"";NA;NA;NA;1;1;0;"15.7";NA;NA;"25";NA;NA;"TL";NA;"0.0219";"3.047";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"449";"Sargocentron_diadema";"HOLOCENTRIDAE";"Sargocentron";"diadema";"Poisson-écureuil diadème";NA;NA;"423,188";NA;"robe rouge à fines lignes horizontale blanche. voile de sa dorsale epineuse noir et bande mediane blanche. ";NA;NA;NA;1;1;0;"10.5";NA;NA;"17";NA;NA;"TL";NA;"0.0117";"3.138";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"450";"Sargocentron_praslin";"HOLOCENTRIDAE";"Sargocentron";"praslin";"Poisson écureuil à lignes sombres";NA;NA;"280";NA;"ressemble a S rubrum mais plus sombre et base de la nagoire dorsale blanche";NA;NA;NA;1;0;0;"19.6";NA;NA;"32";NA;NA;"TL";NA;"0.0219";"3.047";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"451";"Sargocentron_rubrum";"HOLOCENTRIDAE";"Sargocentron";"rubrum";"Poisson soldat rouge";NA;NA;"381";NA;"rouge et fine lignes blanches . Extremités claires ";NA;NA;NA;1;0;0;"19.6";NA;NA;"32";NA;NA;"TL";NA;"0.0275";"2.998";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"452";"Sargocentron_spiniferum";"HOLOCENTRIDAE";"Sargocentron";"spiniferum";"Poisson soldat à épine";NA;NA;"110";NA;"";NA;NA;NA;1;1;1;"29.5";NA;NA;"51";NA;NA;"TL";NA;"0.0154";"3.119";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"453";"Sargocentron_violaceum";"HOLOCENTRIDAE";"Sargocentron";"violaceum";"Ecureuil de mer mauve";NA;NA;"362";NA;"";NA;NA;NA;1;1;0;"26.5";NA;NA;"45";NA;NA;"TL";NA;"0.0219";"3.047";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"454";"Saurida_gracilis";"SYNODONTIDAE";"Saurida";"gracilis";"Poisson-lézard ou anoli grêle";NA;NA;"831,648";NA;"";NA;NA;NA;1;1;0;"19.6";NA;NA;"32";NA;NA;"SL";NA;"0.0047";"3.216";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"455";"Scarus_caudofasciatus";"SCARIDAE";"Scarus";"caudofasciatus";"Perroquet à caudale barrée";NA;NA;"491,159,41,40";NA;"PI: femelle rouge foncé avec quatres barres verticales 1ere bande au milieu du corp                                                                              PT: bleu vert avec des ecailles bordées de rose tache pourpre et violette apparente sur le dos ";NA;NA;NA;1;1;1;"29";NA;NA;"50";NA;NA;"TL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"456";"Scarus_dimidiatus";"SCARIDAE";"Scarus";"dimidiatus";"Perroquet à capuchon turquoise";NA;NA;"474,473,37,1";NA;"perroquet a capuchon turquoise. PI 5 barres transversales lignes de la pectorales jusqu’à l'œil. ";NA;NA;NA;1;0;0;"23.8";NA;NA;"40";NA;NA;"TL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"457";"Scarus_falcipinnis";"SCARIDAE";"Scarus";"falcipinnis";"Perroquet à ventre vert";NA;NA;"39,38";NA;"PI: robe du perroquet faucille est brun rougeatre. Tete plus claire les levres rouges vif PT: coloration bleu vert ave une grande zone bleu turquoise qui s'etend dans la partie ventrale du museau jusqu’à la nagoire anale. Les deux lobes de la queue allongé et marqué d'un trait jaune. couleurs jaune de la  nagoire dorsale entre les rayons ";NA;NA;NA;1;1;0;"34.1";NA;NA;"60";NA;NA;"TL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"458";"Scarus_festivus";"SCARIDAE";"Scarus";"festivus";"Perroquet de fête";NA;NA;"43,4,2";NA;"coloration marron  chez les ind ayant une bosse trait vert entre les deux yeux ";NA;NA;NA;1;1;0;"26.5";NA;NA;"45";NA;NA;"TL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"459";"Scarus_frenatus";"SCARIDAE";"Scarus";"frenatus";"Perroquet feuille morte";NA;NA;"281,44,5";NA;"PI: brun rougeatre avec six bandes horizontales plus sombres sur le corp. PT: robe bleu vert avec une zone verte bien délimitée qui couvre le dernier tiers postérieur du corps. Traits roses presents sur la tete les nageoires dorsales anales caudale Tons jaunes à jaunes oranges et taches bleu variable nageoires bordées d’un bleu vif ";NA;NA;NA;1;1;0;"18.1";NA;NA;"47";NA;NA;"TL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"460";"Scarus_ghobban";"SCARIDAE";"Scarus";"ghobban";"Perroquet à écailles jaunes";NA;NA;"192,156,153";NA;"PI: jaune brun avec qq taches bleues sur le corp PT: bleu vif sur le dos et ecaille bordées de jaunes. Jaune sur le ventre ";NA;NA;NA;1;0;0;"48.8";NA;NA;"90";NA;NA;"TL";NA;"0.0165";"3.041";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"461";"Scarus_niger";"SCARIDAE";"Scarus";"niger";"Perroquet brun";NA;NA;"182,155,154";NA;"PI: robe rougeatre veinée sur tout le corps de lignes horizontales blanchatre PT: corp vert avec des reflets violets chaque ecaille est lisera de violet. Les levres sont soulignées d'un trait vert qui traverse l'œil et s'acheve par une tache jaune ";NA;NA;NA;1;1;0;"17.1";NA;NA;"40";NA;NA;"TL";NA;"0.0134";"3.16";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"462";"Scarus_psittacus";"SCARIDAE";"Scarus";"psittacus";"Perroquet commun";NA;NA;"396,6";NA;"PT: perroquet mauve à gros ventre Couleur dominante turquoise à verte, une bande vert clair à jaune plus ou moins large frequente le long de la dorsale. marques roses à l'int des écialees  tete porte des motifs bleu et verts ligne bleu sur la levre sup se prolonge jusqu'a l'oeil. front bleu voliace et joues roses à orange. Ecailles portant une longue tache rose ou bleu foncéMotifs bleu vif et verts sur la têteDents blanches toujours visibles. PI: pelviennes rouges vif ";NA;NA;NA;1;0;0;"17.7";NA;NA;"30";NA;NA;"TL";NA;"0.0105";"3.319";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"463";"Scarus_rubroviolaceus";"SCARIDAE";"Scarus";"rubroviolaceus";"Perroquet prairie ou lie de vin";NA;NA;"451,395,282,157,135";NA;"profil du museau angulaire au niveau du nez Phase initiale : livree grise avec tache +tete+gorge+region pelbienne rouge denture blanchePhase terminale tons vert et jaune gueule raies bleu ";NA;NA;NA;1;1;1;"39.1";NA;NA;"70";NA;NA;"TL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"464";"Scarus_russelii";"SCARIDAE";"Scarus";"russelii";"Perroquet de Russell";NA;NA;"842,394,48";NA;"PT: ecaille portent un trait rose du jaune colore le bas de ses jouesla moitié du coprs avant est plus foncé                                                             ";NA;NA;NA;1;1;0;"29.5";NA;NA;"51";NA;NA;"TL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
