"X.sampling_code";"field_code";"date";"time";"country";"site";"code_site";"longitude";"latitude";"Abiotic_code";"Tide_code";"depth";"technique";"project";"remarks"
"256";"MA_MHA_204";"C55";"2019-03-21";"08:50:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98348;-12.73277;"YT_MHA_006";"YT_TID_017";24;"RUV";"MAPOR";NA
"257";"MA_MHA_205";"C54";"2019-03-21";"08:40:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98302;-12.73276;"YT_MHA_006";"YT_TID_017";62;"RUV";"MAPOR";NA
"258";"MA_MHA_206";"C53";"2019-03-21";"08:27:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98185;-12.73242;"YT_MHA_006";"YT_TID_017";77;"RUV";"MAPOR";NA
"259";"MA_MHA_207";"C57";"2019-03-21";"10:41:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98174;-12.7325;"YT_MHA_006";"YT_TID_017";80;"RUV";"MAPOR";NA
"260";"MA_MHA_208";"C58";"2019-03-21";"10:58:00";"YT";"Mwamba_harrabou";"YT_MHA";44.983;-12.73273;"YT_MHA_006";"YT_TID_017";36;"RUV";"MAPOR";NA
"261";"MA_MHA_209";"C59";"2019-03-21";"11:13:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98346;-12.73282;"YT_MHA_006";"YT_TID_017";26;"RUV";"MAPOR";NA
"262";"MA_MHA_210";"C60";"2019-03-21";"11:22:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98369;-12.73265;"YT_MHA_006";"YT_TID_017";11;"RUV";"MAPOR";NA
"263";"MA_MHA_211";"C61";"2019-03-21";"13:02:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98175;-12.7325;"YT_MHA_006";"YT_TID_017";83;"RUV";"MAPOR";NA
"264";"MA_MHA_212";"C62";"2019-03-21";"13:20:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98302;-12.73276;"YT_MHA_006";"YT_TID_017";63;"RUV";"MAPOR";NA
"265";"MA_MHA_213";"C63";"2019-03-21";"13:35:00";"YT";"Mwamba_harrabou";"YT_MHA";44.9835;-12.73277;"YT_MHA_006";"YT_TID_017";27;"RUV";"MAPOR";NA
"266";"MA_MHA_214";"C64";"2019-03-21";"13:44:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98371;-12.73268;"YT_MHA_006";"YT_TID_017";12;"RUV";"MAPOR";NA
"267";"MA_MHA_215";"C65";"2019-03-21";"14:51:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98187;-12.73245;"YT_MHA_006";"YT_TID_017";79;"RUV";"MAPOR";NA
"268";"MA_MHA_216";"C66";"2019-03-23";"08:28:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98175;-12.73249;"YT_MHA_007";"YT_TID_018";82.1;"RUV";"MAPOR";NA
"269";"MA_MHA_217";"C67";"2019-03-23";"08:34:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98373;-12.73268;"YT_MHA_007";"YT_TID_018";10;"RUV";"MAPOR";NA
"270";"MA_MHA_218";"C68";"2019-03-23";"08:42:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98353;-12.73274;"YT_MHA_007";"YT_TID_018";23;"RUV";"MAPOR";NA
"271";"MA_MHA_219";"C69";"2019-03-23";"08:48:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98302;-12.73272;"YT_MHA_007";"YT_TID_018";37;"RUV";"MAPOR";NA
"272";"MA_MHA_220";"C70";"2019-03-23";"10:45:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98373;-12.73266;"YT_MHA_007";"YT_TID_018";8.1;"RUV";"MAPOR";NA
"273";"MA_MHA_221";"C71";"2019-03-23";"10:55:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98351;-12.73275;"YT_MHA_007";"YT_TID_018";23;"RUV";"MAPOR";NA
"274";"MA_MHA_222";"C72";"2019-03-23";"11:08:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98301;-12.73277;"YT_MHA_007";"YT_TID_018";42;"RUV";"MAPOR";NA
"275";"MA_MHA_223";"C73";"2019-03-23";"11:25:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98174;-12.73247;"YT_MHA_007";"YT_TID_018";80;"RUV";"MAPOR";NA
"276";"MA_MHA_224";"C74";"2019-03-23";"12:57:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98376;-12.73271;"YT_MHA_007";"YT_TID_018";9;"RUV";"MAPOR";NA
"277";"MA_MHA_225";"C75";"2019-03-23";"13:30:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98351;-12.73278;"YT_MHA_007";"YT_TID_018";25;"RUV";"MAPOR";NA
"278";"MA_MHA_226";"C76";"2019-03-23";"13:59:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98175;-12.73247;"YT_MHA_007";"YT_TID_018";87;"RUV";"MAPOR";NA
"279";"MA_MHA_227";"C77";"2019-03-23";"15:15:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98188;-12.73246;"YT_MHA_007";"YT_TID_018";82;"RUV";"MAPOR";NA
"280";"MA_MKO_035";"M35";"2019-02-05";"14:55:00";"YT";"Mwamba_koutri";"YT_MKO";44.98486;-12.75348;"NA";"YT_TID_003";9.1;"rosette";"MAPOR";NA
"281";"MA_MKO_036";"M36";"2019-02-05";"14:58:00";"YT";"Mwamba_koutri";"YT_MKO";44.98444;-12.75329;"NA";"YT_TID_003";29;"rosette";"MAPOR";NA
"282";"MA_MKO_037";"M37";"2019-02-05";"15:01:00";"YT";"Mwamba_koutri";"YT_MKO";44.98405;-12.75298;"NA";"YT_TID_003";66;"rosette";"MAPOR";NA
"283";"MA_MKO_038";"M38";"2019-02-05";"15:07:00";"YT";"Mwamba_koutri";"YT_MKO";44.98368;-12.75298;"NA";"YT_TID_003";82;"rosette";"MAPOR";NA
"284";"MA_MKO_039";"M39";"2019-02-05";"15:18:00";"YT";"Mwamba_koutri";"YT_MKO";44.9903;-12.76294;"NA";"YT_TID_003";54;"rosette";"MAPOR";NA
"285";"MA_MMA_001";"M01";"2019-02-05";"11:14:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95404;-12.67381;"NA";"YT_TID_003";9.4;"rosette";"MAPOR";NA
"286";"MA_MMA_002";"M02";"2019-02-05";"11:19:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95367;-12.67392;"NA";"YT_TID_003";36;"rosette";"MAPOR";NA
"287";"MA_MMA_003";"M03";"2019-02-05";"11:23:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95322;-12.67406;"NA";"YT_TID_003";42.5;"rosette";"MAPOR";NA
"288";"MA_MMA_004";"M04";"2019-02-05";"11:27:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95276;-12.67419;"NA";"YT_TID_003";55;"rosette";"MAPOR";NA
"289";"MA_MMA_005";"M05";"2019-02-05";"11:32:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95237;-12.67439;"NA";"YT_TID_003";74.4;"rosette";"MAPOR";NA
"290";"MA_MMA_006";"M06";"2019-02-05";"11:39:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95184;-12.67445;"NA";"YT_TID_003";100;"rosette";"MAPOR";NA
"291";"MA_MMA_007";"M07";"2019-02-05";"11:46:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95588;-12.67569;"NA";"YT_TID_003";7;"rosette";"MAPOR";NA
"292";"MA_MMA_008";"M08";"2019-02-05";"11:49:00";"YT";"Mwamba_maricabou";"YT_MMA";44.9555;-12.67587;"NA";"YT_TID_003";30.5;"rosette";"MAPOR";NA
"293";"MA_MMA_009";"M09";"2019-02-05";"11:52:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95504;-12.67631;"NA";"YT_TID_003";46;"rosette";"MAPOR";NA
"294";"MA_MMA_010";"M10";"2019-02-05";"11:55:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95495;-12.67654;"NA";"YT_TID_003";76;"rosette";"MAPOR";NA
"295";"MA_MMA_011";"M11";"2019-02-05";"12:00:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95465;-12.6769;"NA";"YT_TID_003";100;"rosette";"MAPOR";NA
"296";"MA_MMA_144";"R2.1";"2019-03-15";"08:46:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95462;-12.67673;"YT_MMA_001";"YT_TID_013";90;"RUV";"MAPOR";NA
"297";"MA_MMA_145";"R2.2";"2019-03-15";"08:53:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95479;-12.67636;"YT_MMA_001";"YT_TID_013";54;"RUV";"MAPOR";NA
"298";"MA_MMA_146";"R2.3";"2019-03-15";"09:03:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95507;-12.67567;"YT_MMA_001";"YT_TID_013";40;"RUV";"MAPOR";NA
"299";"MA_MMA_147";"R2.4";"2019-03-15";"09:08:00";"YT";"Mwamba_maricabou";"YT_MMA";44.9552;-12.67498;"YT_MMA_001";"YT_TID_013";9.5;"RUV";"MAPOR";NA
"300";"MA_MMA_148";"R3.1";"2019-03-15";"10:37:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.96889;-12.69396;"YT_MFO2_001";"YT_TID_013";9;"RUV";"MAPOR";NA
"301";"MA_MMA_149";"R3.2";"2019-03-15";"10:42:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.96863;-12.69405;"YT_MFO2_001";"YT_TID_013";28.6;"RUV";"MAPOR";NA
"302";"MA_MMA_150";"R3.3";"2019-03-15";"10:48:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.96767;-12.6946;"YT_MFO2_001";"YT_TID_013";47;"RUV";"MAPOR";NA
"303";"MA_MMA_151";"R3.4";"2019-03-15";"10:54:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.9669;-12.69492;"YT_MFO2_001";"YT_TID_013";86.2;"RUV";"MAPOR";NA
"304";"MA_MMA_160";"R2.8";"2019-03-18";"08:49:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95523;-12.67504;"YT_MMA_002";"YT_TID_014";10;"RUV";"MAPOR";NA
"305";"MA_MMA_161";"R2.7";"2019-03-18";"08:45:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95511;-12.67561;"YT_MMA_002";"YT_TID_014";2.2;"RUV";"MAPOR";NA
"306";"MA_MMA_162";"R2.6";"2019-03-18";"08:38:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95481;-12.67636;"YT_MMA_002";"YT_TID_014";51;"RUV";"MAPOR";NA
"307";"MA_MMA_163";"R2.5";"2019-03-18";"08:30:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95462;-12.6767;"YT_MMA_002";"YT_TID_014";80;"RUV";"MAPOR";NA
"308";"MA_MMA_164";"R3.8";"2019-03-18";"10:25:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.9665;-12.69491;"YT_MFO2_002";"YT_TID_014";96;"RUV";"MAPOR";NA
"309";"MA_MMA_165";"R3.7";"2019-03-18";"10:15:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.9677;-12.69463;"YT_MFO2_002";"YT_TID_014";45.5;"RUV";"MAPOR";NA
"310";"MA_MMA_166";"R3.6";"2019-03-18";"10:09:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.9686;-12.69405;"YT_MFO2_002";"YT_TID_014";29.3;"RUV";"MAPOR";NA
"311";"MA_MMA_167";"R3.5";"2019-03-18";"10:03:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.96889;-12.69404;"YT_MFO2_002";"YT_TID_014";7.8;"RUV";"MAPOR";NA
"312";"MA_MMA_168";"R3.9";"2019-03-18";"10:42:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.96685;-12.695;"YT_MFO2_002";"YT_TID_014";87;"RUV";"MAPOR";NA
"313";"MA_MMA_177";"R2.9";"2019-03-19";"08:23:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95464;-12.67668;"YT_MMA_003";"YT_TID_015";78;"RUV";"MAPOR";NA
"314";"MA_MMA_178";"R2.10";"2019-03-19";"08:35:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95469;-12.67629;"YT_MMA_003";"YT_TID_015";51;"RUV";"MAPOR";NA
"315";"MA_MMA_179";"R2.11";"2019-03-19";"08:41:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95509;-12.67553;"YT_MMA_003";"YT_TID_015";28;"RUV";"MAPOR";NA
"316";"MA_MMA_180";"R2.12";"2019-03-19";"08:46:00";"YT";"Mwamba_maricabou";"YT_MMA";44.95518;-12.67503;"YT_MMA_003";"YT_TID_015";9;"RUV";"MAPOR";NA
"317";"MA_MMA_181";"R3.10";"2019-03-19";"10:04:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.96881;-12.69399;"YT_MFO2_003";"YT_TID_015";9;"RUV";"MAPOR";NA
"318";"MA_MMA_182";"R3.11";"2019-03-19";"10:12:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.9686;-12.69404;"YT_MFO2_003";"YT_TID_015";28;"RUV";"MAPOR";NA
"319";"MA_MMA_183";"R3.12";"2019-03-19";"10:18:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.96765;-12.69459;"YT_MFO2_003";"YT_TID_015";45;"RUV";"MAPOR";NA
"320";"MA_MMA_184";"R3.13";"2019-03-19";"10:26:00";"YT";"Mwamba_maricabou";"YT_MFO2";44.96678;-12.69494;"YT_MFO2_003";"YT_TID_015";91;"RUV";"MAPOR";NA
"321";"MA_MMB_048";"M48";"2019-02-06";"11:41:00";"YT";"Mlongo_mbole";"YT_MMB";44.964;-12.92117;"NA";"YT_TID_004";11;"rosette";"MAPOR";NA
"322";"MA_MMB_049";"M49";"2019-02-06";"11:45:00";"YT";"Mlongo_mbole";"YT_MMB";44.96373;-12.92115;"NA";"YT_TID_004";33;"rosette";"MAPOR";NA
"323";"MA_MMB_050";"M50";"2019-02-06";"11:49:00";"YT";"Mlongo_mbole";"YT_MMB";44.96351;-12.92099;"NA";"YT_TID_004";53;"rosette";"MAPOR";NA
"324";"MA_MMB_051";"M51";"2019-02-06";"11:55:00";"YT";"Mlongo_mbole";"YT_MMB";44.96297;-12.92086;"NA";"YT_TID_004";71;"rosette";"MAPOR";NA
"325";"MA_MMB_052";"M52";"2019-02-06";"12:04:00";"YT";"Mlongo_mbole";"YT_MMB";44.96222;-12.92052;"NA";"YT_TID_004";92;"rosette";"MAPOR";NA
"326";"MA_MWD_001";"A1";"2018-11-28";"10:37:00";"YT";"Mwamba_dziani";"YT_MWD";44.97357;-12.95552;"NA";"YT_TID_001";19.5;"RUV";"MAPOR";"thunk blinking light"
"327";"MA_MWD_002";"D1";"2018-11-28";"11:18:00";"YT";"Mwamba_dziani";"YT_MWD";44.9718;-12.95711;"NA";"YT_TID_001";78.6;"RUV";"MAPOR";"thunk blinking light"
"328";"MA_MWD_003";"C1";"2018-11-28";"11:07:00";"YT";"Mwamba_dziani";"YT_MWD";44.97234;-12.95672;"NA";"YT_TID_001";55;"RUV";"MAPOR";"thunk blinking light. Depth more around 50-68 range, not sure."
"329";"MA_MWD_004";"B1";"2018-11-28";"10:51:00";"YT";"Mwamba_dziani";"YT_MWD";44.97289;-12.95606;"NA";"YT_TID_001";34.2;"RUV";"MAPOR";NA
"330";"MA_MWD_005";"A2";"2018-11-28";"12:13:00";"YT";"Mwamba_dziani";"YT_MWD";44.97363;-12.95549;"NA";"YT_TID_001";18.6;"RUV";"MAPOR";"Dauphin sur site, reste 2h36 donc rien changé!"
"331";"MA_MWD_006";"A3";"2018-11-29";"11:19:00";"YT";"Mwamba_dziani";"YT_MWD";44.9735;-12.95559;"NA";"YT_TID_002";19.5;"RUV";"MAPOR";"pas de fibre synchro"
"332";"MA_MWD_007";"C2";"2018-11-29";"10:53:00";"YT";"Mwamba_dziani";"YT_MWD";44.97253;-12.95716;"NA";"YT_TID_002";61;"RUV";"MAPOR";"semble courant ver le nord, dépôt pied du mur mais haut a 50m, pas de fibre de synchro"
"333";"MA_MWD_008";"B2";"2018-11-29";"11:10:00";"YT";"Mwamba_dziani";"YT_MWD";44.97298;-12.95654;"NA";"YT_TID_002";36;"RUV";"MAPOR";"semble courant ver le nord, pas de fibre synchro"
"334";"MA_MWD_009";"D2";"2018-11-29";"10:41:00";"YT";"Mwamba_dziani";"YT_MWD";44.97177;-12.95734;"NA";"YT_TID_002";81.1;"RUV";"MAPOR";"semble courant ver le nord, passage de dauphin electra a 12:41"
"335";"MA_MWD_010";"D3";"2018-11-29";"12:59:00";"YT";"Mwamba_dziani";"YT_MWD";44.97175;-12.95729;"NA";"YT_TID_002";80;"RUV";"MAPOR";"semble courant ver le nord"
"336";"MA_MWD_011";"C3";"2018-11-29";"13:15:00";"YT";"Mwamba_dziani";"YT_MWD";44.97247;-12.95698;"NA";"YT_TID_002";59.7;"RUV";"MAPOR";"semble courant ver le nord, pas de fibre synchro"
"337";"MA_MWD_012";"B3";"2018-11-29";"13:31:00";"YT";"Mwamba_dziani";"YT_MWD";44.97296;-12.95642;"NA";"YT_TID_002";34.7;"RUV";"MAPOR";"posé, tiré et reposé, pas de fibre synchro"
"338";"MA_MWD_013";"A4";"2018-11-29";"13:49:00";"YT";"Mwamba_dziani";"YT_MWD";44.97355;-12.9555;"NA";"YT_TID_002";18.7;"RUV";"MAPOR";"pas de fibre synchro"
"339";"MA_VVM_126";"R14.1";"2019-03-08";"11:02:00";"YT";"Vara_vara_mati";"YT_VVM";45.13173;-13.07748;"YT_VVM_001";"YT_TID_011";90;"RUV";"MAPOR";NA
"340";"MA_VVM_127";"R14.2";"2019-03-08";"11:10:00";"YT";"Vara_vara_mati";"YT_VVM";45.13204;-13.0765;"YT_VVM_001";"YT_TID_011";40;"RUV";"MAPOR";NA
"341";"MA_VVM_128";"R14.3";"2019-03-08";"11:14:00";"YT";"Vara_vara_mati";"YT_VVM";45.13242;-13.07539;"YT_VVM_001";"YT_TID_011";25;"RUV";"MAPOR";NA
"342";"MA_VVM_129";"R14.4";"2019-03-08";"11:28:00";"YT";"Vara_vara_mati";"YT_VVM";45.13264;-13.07518;"YT_VVM_001";"YT_TID_011";9;"RUV";"MAPOR";NA
"343";"MA_VVM_185";"R14.5";"2019-03-19";"13:10:00";"YT";"Vara_vara_mati";"YT_VVM";45.13172;-13.07747;"YT_VVM_002";"YT_TID_015";110;"RUV";"MAPOR";NA
"344";"MA_VVM_186";"R14.6";"2019-03-19";"13:21:00";"YT";"Vara_vara_mati";"YT_VVM";45.13195;-13.07648;"YT_VVM_002";"YT_TID_015";42.7;"RUV";"MAPOR";NA
"345";"MA_VVM_187";"R14.7";"2019-03-19";"13:26:00";"YT";"Vara_vara_mati";"YT_VVM";45.13243;-13.07536;"YT_VVM_002";"YT_TID_015";27.7;"RUV";"MAPOR";NA
"346";"MA_VVM_188";"R14.8";"2019-03-19";"13:33:00";"YT";"Vara_vara_mati";"YT_VVM";45.13264;-13.07513;"YT_VVM_002";"YT_TID_015";8;"RUV";"MAPOR";NA
"347";"MA_VVM_189";"R14.9";"2019-03-20";"08:28:00";"YT";"Vara_vara_mati";"YT_VVM";45.13264;-13.07517;"YT_VVM_003";"YT_TID_016";10;"RUV";"MAPOR";NA
"348";"MA_VVM_190";"R14.10";"2019-03-20";"08:33:00";"YT";"Vara_vara_mati";"YT_VVM";45.13246;-13.07537;"YT_VVM_003";"YT_TID_016";26;"RUV";"MAPOR";NA
"349";"MA_VVM_191";"R14.11";"2019-03-20";"08:44:00";"YT";"Vara_vara_mati";"YT_VVM";45.13204;-13.07651;"YT_VVM_003";"YT_TID_016";65;"RUV";"MAPOR";NA
"350";"MA_VVM_192";"R14.12";"2019-03-20";"08:57:00";"YT";"Vara_vara_mati";"YT_VVM";45.13177;-13.07748;"YT_VVM_003";"YT_TID_016";91;"RUV";"MAPOR";NA
"351";"MA_VVM_193";"R14.13";"2019-03-20";"09:17:00";"YT";"Vara_vara_mati";"YT_VVM";45.1321;-13.07632;"YT_VVM_003";"YT_TID_016";37.3;"RUV";"MAPOR";NA
"352";"MA_VVM_194";"R14.14";"2019-03-20";"10:05:00";"YT";"Vara_vara_mati";"YT_VVM";45.13181;-13.07746;"YT_VVM_003";"YT_TID_016";90;"RUV";"MAPOR";NA
"353";"YT_CUR_01";"couranto1";"2018-11-26";"14:40:00";"YT";"Nangajou";"YT_NAN";44.97392;-12.95538;NA;NA;28.24;"Current_meter";"MAPOR";"couranto posé sur un patch de sable"
"354";"YT_CUR_02";"couranto2";"2019-02-25";"12:00:00";"YT";"Mwamba_harrabou";"YT_MHA";44.98336;-12.73312;NA;NA;30.64;"Current_meter";"MAPOR";"couranto posé sur un patch de sable calé avec une patate pour le rendre vertical"
"355";"YT_IBL_01";"Ile_blanche1";"2019-05-13";"08:30:00";"YT";"Ile_blanche";"YT_IBL";45.17066;-12.71617;NA;NA;2.94;"RUV";"CARBODIS";"camera posé face a structure carbodis"
"356";"YT_SUR_01";"Surprise1";"2019-05-01";"08:00:00";"YT";"Surprise";"YT_SUR";45.14253;-12.63601;NA;NA;2.28;"RUV";"CARBODIS";"film longue durée pas marché, posé face a la structure Carbodis"
"357";"YT_SUR_02";"Surprise2";"2019-05-02";"08:30:00";"YT";"Surprise";"YT_SUR";45.14253;-12.63601;NA;NA;2.28;"RUV";"CARBODIS";"camera posé face a structure carbodis"
